APPCH:030,R,R16L, ,RW16L,K4,P,G,GY M, ,031,TF, , , , , ,      ,    ,    ,1662,0025, ,00778,     ,     , ,   ,-300,   , , , , , ,A,J,S;
APPCH:040,R,R16L, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,1662,    ,+,01200,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:050,R,R16L, ,OBLON,K4,P,C,EY  ,R,010,DF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:060,R,R16L, ,OBLON,K4,P,C,EE  ,R,   ,HM, , , , , ,      ,    ,    ,1221,0090,+,03000,     ,     ,-,310,    ,   , , , , , ,A,J,S;
APPCH:010,A,R16R,MQP,MQP,K4,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,A,R16R,MQP,PULSE,K4,P,C,E  A, ,020,TF, , , , , ,      ,    ,    ,0340,0357,+,04000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:030,A,R16R,MQP,KEENE,K4,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,0859,0100,+,03000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,A,R16R,UKW,UKW,K4,D, ,V   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,A,R16R,UKW,FUNGO,K4,P,C,E  A, ,020,TF, , , , , ,      ,    ,    ,1274,0238,+,04000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:030,A,R16R,UKW,KEENE,K4,P,C,EE B, ,010,TF, , , , , ,      ,    ,    ,1276,0070,+,03000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,R,R16R, ,KEENE,K4,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,R,R16R, ,ROMPS,K4,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,1662,0064,+,02400,     ,     , ,   ,    ,   ,RW16R,K4,P,G, ,A,J,S;
PRDAT:A,       LPV,A, LNAV/VNAV,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:021,R,R16R, ,DHOBI,K4,P,C,E S , ,031,TF, , , , , ,      ,    ,    ,1662,0030,V,01440,01445,     , ,   ,-300,   , , , , , ,A,J,S;
APPCH:030,R,R16R, ,RW16R,K4,P,G,GY M, ,031,TF, , , , , ,      ,    ,    ,1662,0021, ,00776,     ,     , ,   ,-300,   , , , , , ,A,J,S;
APPCH:040,R,R16R, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,1662,    ,+,01200,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:050,R,R16R, ,OBLON,K4,P,C,EY  ,R,010,DF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:060,R,R16R, ,OBLON,K4,P,C,EE  ,R,   ,HM, , , , , ,      ,    ,    ,1221,0090,+,03000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:010,R,R34R, ,UCCOL,K4,P,C,E  I, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,+,03000,     ,18000, ,   ,    ,   , , , , , ,A,J,S;
APPCH:020,R,R34R, ,ERPIF,K4,P,C,E  F, ,010,TF, , , , , ,      ,    ,    ,3462,0067,+,02400,     ,     , ,   ,    ,   ,RW34R,K4,P,G, ,A,J,S;
PRDAT:A,       LPV,A, LNAV/VNAV,A,      LNAV, ,   , ,   , ,   , ,   ,J,S;
APPCH:030,R,R34R, ,RW34R,K4,P,G,GY M, ,031,TF, , , , , ,      ,    ,    ,3462,0053, ,00722,     ,     , ,   ,-300,   , , , , , ,A,J,S;
APPCH:040,R,R34R, , , , , ,  M , ,   ,CA, , , , , ,      ,    ,    ,3462,    ,+,00881,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:050,R,R34R, ,WIGZU,K4,P,C,E   , ,010,DF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:060,R,R34R, ,OBLON,K4,P,C,EY  , ,010,TF, , , , , ,      ,    ,    ,2825,0111,+,03000,     ,     , ,   ,    ,   , , , , , ,A,J,S;
APPCH:070,R,R34R, ,OBLON,K4,P,C,EE  ,R,   ,HM, , , , , ,      ,    ,    ,1221,0090,+,03000,     ,     ,-,310,    ,   , , , , , ,A,J,S;
RWY:RW16L,     ,+01926,00723,I,IUPE,3,   ;N33001954,W097191750,0000;
RWY:RW16R,     ,+01920,00721,R,    , ,   ;N33001853,W097192444,0000;
RWY:RW34L,     ,+01759,00668,V,    , ,   ;N32583705,W097190367,0601;
RWY:RW34R,     ,+01747,00664,I,IJVX,1,   ;N32583230,W097185554,0000;
